Country,Year,Region,Temperature
24N-90N,1880,24N-90N,-38
24S-24N,1880,24S-24N,-16
90S-24S,1880,90S-24S,-5
64N-90N,1880,64N-90N,-89
44N-64N,1880,44N-64N,-54
44N-64N,1880,44N-64N,-54
24N-44N,1880,24N-44N,-22
EQU-24N,1880,EQU-24N,-26
24S-EQU,1880,24S-EQU,-5
44S-24S,1880,44S-24S,-2
64S-44S,1880,64S-44S,-8
90S-64S,1880,90S-64S,39
24N-90N,1881,24N-90N,-27
24S-24N,1881,24S-24N,-2
90S-24S,1881,90S-24S,-5
64N-90N,1881,64N-90N,-54
44N-64N,1881,44N-64N,-40
44N-64N,1881,44N-64N,-40
24N-44N,1881,24N-44N,-14
EQU-24N,1881,EQU-24N,-5
24S-EQU,1881,24S-EQU,2
44S-24S,1881,44S-24S,-6
64S-44S,1881,64S-44S,-3
90S-64S,1881,90S-64S,37
24N-90N,1882,24N-90N,-21
24S-24N,1882,24S-24N,-10
90S-24S,1882,90S-24S,4
64N-90N,1882,64N-90N,-125
44N-64N,1882,44N-64N,-20
44N-64N,1882,44N-64N,-20
24N-44N,1882,24N-44N,-3
EQU-24N,1882,EQU-24N,-12
24S-EQU,1882,24S-EQU,-8
44S-24S,1882,44S-24S,3
64S-44S,1882,64S-44S,8
90S-64S,1882,90S-64S,42
24N-90N,1883,24N-90N,-34
24S-24N,1883,24S-24N,-22
90S-24S,1883,90S-24S,-2
64N-90N,1883,64N-90N,-28
44N-64N,1883,44N-64N,-57
44N-64N,1883,44N-64N,-57
24N-44N,1883,24N-44N,-20
EQU-24N,1883,EQU-24N,-25
24S-EQU,1883,24S-EQU,-19
44S-24S,1883,44S-24S,-1
64S-44S,1883,64S-44S,0
90S-64S,1883,90S-64S,37
24N-90N,1884,24N-90N,-56
24S-24N,1884,24S-24N,-17
90S-24S,1884,90S-24S,-11
64N-90N,1884,64N-90N,-127
44N-64N,1884,44N-64N,-58
44N-64N,1884,44N-64N,-58
24N-44N,1884,24N-44N,-41
EQU-24N,1884,EQU-24N,-21
24S-EQU,1884,24S-EQU,-14
44S-24S,1884,44S-24S,-15
64S-44S,1884,64S-44S,-5
90S-64S,1884,90S-64S,40
24N-90N,1885,24N-90N,-61
24S-24N,1885,24S-24N,-17
90S-24S,1885,90S-24S,-20
64N-90N,1885,64N-90N,-119
44N-64N,1885,44N-64N,-70
44N-64N,1885,44N-64N,-70
24N-44N,1885,24N-44N,-43
EQU-24N,1885,EQU-24N,-11
24S-EQU,1885,24S-EQU,-23
44S-24S,1885,44S-24S,-27
64S-44S,1885,64S-44S,-7
90S-64S,1885,90S-64S,38
24N-90N,1886,24N-90N,-49
24S-24N,1886,24S-24N,-24
90S-24S,1886,90S-24S,-20
64N-90N,1886,64N-90N,-124
44N-64N,1886,44N-64N,-43
44N-64N,1886,44N-64N,-43
24N-44N,1886,24N-44N,-38
EQU-24N,1886,EQU-24N,-24
24S-EQU,1886,24S-EQU,-24
44S-24S,1886,44S-24S,-18
64S-44S,1886,64S-44S,-21
90S-64S,1886,90S-64S,28
24N-90N,1887,24N-90N,-46
24S-24N,1887,24S-24N,-27
90S-24S,1887,90S-24S,-26
64N-90N,1887,64N-90N,-158
44N-64N,1887,44N-64N,-52
44N-64N,1887,44N-64N,-52
24N-44N,1887,24N-44N,-21
EQU-24N,1887,EQU-24N,-24
24S-EQU,1887,24S-EQU,-31
44S-24S,1887,44S-24S,-24
64S-44S,1887,64S-44S,-29
90S-64S,1887,90S-64S,21
24N-90N,1888,24N-90N,-42
24S-24N,1888,24S-24N,7
90S-24S,1888,90S-24S,-33
64N-90N,1888,64N-90N,-141
44N-64N,1888,44N-64N,-43
44N-64N,1888,44N-64N,-43
24N-44N,1888,24N-44N,-22
EQU-24N,1888,EQU-24N,7
24S-EQU,1888,24S-EQU,8
44S-24S,1888,44S-24S,-30
64S-44S,1888,64S-44S,-38
90S-64S,1888,90S-64S,16
24N-90N,1889,24N-90N,-25
24S-24N,1889,24S-24N,4
90S-24S,1889,90S-24S,-17
64N-90N,1889,64N-90N,-82
44N-64N,1889,44N-64N,-13
44N-64N,1889,44N-64N,-13
24N-44N,1889,24N-44N,-21
EQU-24N,1889,EQU-24N,-3
24S-EQU,1889,24S-EQU,11
44S-24S,1889,44S-24S,-16
64S-44S,1889,64S-44S,-17
90S-64S,1889,90S-64S,19
24N-90N,1890,24N-90N,-44
24S-24N,1890,24S-24N,-39
90S-24S,1890,90S-24S,-26
64N-90N,1890,64N-90N,-127
44N-64N,1890,44N-64N,-41
44N-64N,1890,44N-64N,-41
24N-44N,1890,24N-44N,-30
EQU-24N,1890,EQU-24N,-35
24S-EQU,1890,24S-EQU,-43
44S-24S,1890,44S-24S,-16
64S-44S,1890,64S-44S,-40
90S-64S,1890,90S-64S,4
24N-90N,1891,24N-90N,-33
24S-24N,1891,24S-24N,-16
90S-24S,1891,90S-24S,-23
64N-90N,1891,64N-90N,-118
44N-64N,1891,44N-64N,-17
44N-64N,1891,44N-64N,-17
24N-44N,1891,24N-44N,-27
EQU-24N,1891,EQU-24N,-8
24S-EQU,1891,24S-EQU,-24
44S-24S,1891,44S-24S,-20
64S-44S,1891,64S-44S,-28
90S-64S,1891,90S-64S,9
24N-90N,1892,24N-90N,-29
24S-24N,1892,24S-24N,-30
90S-24S,1892,90S-24S,-16
64N-90N,1892,64N-90N,-119
44N-64N,1892,44N-64N,-30
44N-64N,1892,44N-64N,-30
24N-44N,1892,24N-44N,-12
EQU-24N,1892,EQU-24N,-32
24S-EQU,1892,24S-EQU,-29
44S-24S,1892,44S-24S,-4
64S-44S,1892,64S-44S,-34
90S-64S,1892,90S-64S,5
24N-90N,1893,24N-90N,-37
24S-24N,1893,24S-24N,-40
90S-24S,1893,90S-24S,-7
64N-90N,1893,64N-90N,-76
44N-64N,1893,44N-64N,-35
44N-64N,1893,44N-64N,-35
24N-44N,1893,24N-44N,-30
EQU-24N,1893,EQU-24N,-43
24S-EQU,1893,24S-EQU,-36
44S-24S,1893,44S-24S,3
64S-44S,1893,64S-44S,-22
90S-64S,1893,90S-64S,2
24N-90N,1894,24N-90N,-26
24S-24N,1894,24S-24N,-38
90S-24S,1894,90S-24S,-22
64N-90N,1894,64N-90N,-121
44N-64N,1894,44N-64N,-17
44N-64N,1894,44N-64N,-17
24N-44N,1894,24N-44N,-9
EQU-24N,1894,EQU-24N,-53
24S-EQU,1894,24S-EQU,-23
44S-24S,1894,44S-24S,-16
64S-44S,1894,64S-44S,-32
90S-64S,1894,90S-64S,-12
24N-90N,1895,24N-90N,-34
24S-24N,1895,24S-24N,-13
90S-24S,1895,90S-24S,-19
64N-90N,1895,64N-90N,-86
44N-64N,1895,44N-64N,-38
44N-64N,1895,44N-64N,-38
24N-44N,1895,24N-44N,-18
EQU-24N,1895,EQU-24N,-19
24S-EQU,1895,24S-EQU,-8
44S-24S,1895,44S-24S,-21
64S-44S,1895,64S-44S,-13
90S-64S,1895,90S-64S,-1
24N-90N,1896,24N-90N,-33
24S-24N,1896,24S-24N,3
90S-24S,1896,90S-24S,-18
64N-90N,1896,64N-90N,-113
44N-64N,1896,44N-64N,-34
44N-64N,1896,44N-64N,-34
24N-44N,1896,24N-44N,-12
EQU-24N,1896,EQU-24N,-2
24S-EQU,1896,24S-EQU,8
44S-24S,1896,44S-24S,-15
64S-44S,1896,64S-44S,-22
90S-64S,1896,90S-64S,3
24N-90N,1897,24N-90N,-30
24S-24N,1897,24S-24N,16
90S-24S,1897,90S-24S,-28
64N-90N,1897,64N-90N,-73
44N-64N,1897,44N-64N,-31
44N-64N,1897,44N-64N,-31
24N-44N,1897,24N-44N,-19
EQU-24N,1897,EQU-24N,13
24S-EQU,1897,24S-EQU,18
44S-24S,1897,44S-24S,-21
64S-44S,1897,64S-44S,-37
90S-64S,1897,90S-64S,5
24N-90N,1898,24N-90N,-28
24S-24N,1898,24S-24N,-29
90S-24S,1898,90S-24S,-29
64N-90N,1898,64N-90N,-121
44N-64N,1898,44N-64N,-2
44N-64N,1898,44N-64N,-2
24N-44N,1898,24N-44N,-21
EQU-24N,1898,EQU-24N,-28
24S-EQU,1898,24S-EQU,-29
44S-24S,1898,44S-24S,-27
64S-44S,1898,64S-44S,-30
90S-64S,1898,90S-64S,8
24N-90N,1899,24N-90N,-18
24S-24N,1899,24S-24N,-13
90S-24S,1899,90S-24S,-17
64N-90N,1899,64N-90N,-99
44N-64N,1899,44N-64N,4
44N-64N,1899,44N-64N,4
24N-44N,1899,24N-44N,-12
EQU-24N,1899,EQU-24N,-16
24S-EQU,1899,24S-EQU,-10
44S-24S,1899,44S-24S,-13
64S-44S,1899,64S-44S,-23
90S-64S,1899,90S-64S,13
24N-90N,1900,24N-90N,-12
24S-24N,1900,24S-24N,15
90S-24S,1900,90S-24S,-34
64N-90N,1900,64N-90N,-50
44N-64N,1900,44N-64N,-3
44N-64N,1900,44N-64N,-3
24N-44N,1900,24N-44N,-8
EQU-24N,1900,EQU-24N,11
24S-EQU,1900,24S-EQU,19
44S-24S,1900,44S-24S,-31
64S-44S,1900,64S-44S,-38
90S-64S,1900,90S-64S,12
24N-90N,1901,24N-90N,-10
24S-24N,1901,24S-24N,-5
90S-24S,1901,90S-24S,-28
64N-90N,1901,64N-90N,-41
44N-64N,1901,44N-64N,-1
44N-64N,1901,44N-64N,-1
24N-44N,1901,24N-44N,-9
EQU-24N,1901,EQU-24N,-3
24S-EQU,1901,24S-EQU,-6
44S-24S,1901,44S-24S,-29
64S-44S,1901,64S-44S,-26
90S-64S,1901,90S-64S,1
24N-90N,1902,24N-90N,-47
24S-24N,1902,24S-24N,-5
90S-24S,1902,90S-24S,-33
64N-90N,1902,64N-90N,-145
44N-64N,1902,44N-64N,-40
44N-64N,1902,44N-64N,-40
24N-44N,1902,24N-44N,-26
EQU-24N,1902,EQU-24N,-3
24S-EQU,1902,24S-EQU,-8
44S-24S,1902,44S-24S,-27
64S-44S,1902,64S-44S,-42
90S-64S,1902,90S-64S,6
24N-90N,1903,24N-90N,-39
24S-24N,1903,24S-24N,-32
90S-24S,1903,90S-24S,-33
64N-90N,1903,64N-90N,-37
44N-64N,1903,44N-64N,-30
44N-64N,1903,44N-64N,-30
24N-44N,1903,24N-44N,-46
EQU-24N,1903,EQU-24N,-27
24S-EQU,1903,24S-EQU,-37
44S-24S,1903,44S-24S,-37
64S-44S,1903,64S-44S,-25
90S-64S,1903,90S-64S,-43
24N-90N,1904,24N-90N,-46
24S-24N,1904,24S-24N,-46
90S-24S,1904,90S-24S,-38
64N-90N,1904,64N-90N,-23
44N-64N,1904,44N-64N,-53
44N-64N,1904,44N-64N,-53
24N-44N,1904,24N-44N,-47
EQU-24N,1904,EQU-24N,-45
24S-EQU,1904,24S-EQU,-48
44S-24S,1904,44S-24S,-36
64S-44S,1904,64S-44S,-38
90S-64S,1904,90S-64S,-108
24N-90N,1905,24N-90N,-37
24S-24N,1905,24S-24N,-13
90S-24S,1905,90S-24S,-36
64N-90N,1905,64N-90N,-12
44N-64N,1905,44N-64N,-16
44N-64N,1905,44N-64N,-16
24N-44N,1905,24N-44N,-57
EQU-24N,1905,EQU-24N,-15
24S-EQU,1905,24S-EQU,-11
44S-24S,1905,44S-24S,-37
64S-44S,1905,64S-44S,-34
90S-64S,1905,90S-64S,-20
24N-90N,1906,24N-90N,-19
24S-24N,1906,24S-24N,-22
90S-24S,1906,90S-24S,-24
64N-90N,1906,64N-90N,-29
44N-64N,1906,44N-64N,4
44N-64N,1906,44N-64N,4
24N-44N,1906,24N-44N,-32
EQU-24N,1906,EQU-24N,-22
24S-EQU,1906,24S-EQU,-21
44S-24S,1906,44S-24S,-23
64S-44S,1906,64S-44S,-22
90S-64S,1906,90S-64S,-49
24N-90N,1907,24N-90N,-56
24S-24N,1907,24S-24N,-34
90S-24S,1907,90S-24S,-28
64N-90N,1907,64N-90N,-68
44N-64N,1907,44N-64N,-69
44N-64N,1907,44N-64N,-69
24N-44N,1907,24N-44N,-44
EQU-24N,1907,EQU-24N,-33
24S-EQU,1907,24S-EQU,-36
44S-24S,1907,44S-24S,-25
64S-44S,1907,64S-44S,-31
90S-64S,1907,90S-64S,-101
24N-90N,1908,24N-90N,-46
24S-24N,1908,24S-24N,-47
90S-24S,1908,90S-24S,-33
64N-90N,1908,64N-90N,-39
44N-64N,1908,44N-64N,-50
44N-64N,1908,44N-64N,-50
24N-44N,1908,24N-44N,-45
EQU-24N,1908,EQU-24N,-45
24S-EQU,1908,24S-EQU,-49
44S-24S,1908,44S-24S,-31
64S-44S,1908,64S-44S,-38
90S-64S,1908,90S-64S,82
24N-90N,1909,24N-90N,-47
24S-24N,1909,24S-24N,-53
90S-24S,1909,90S-24S,-40
64N-90N,1909,64N-90N,-72
44N-64N,1909,44N-64N,-49
44N-64N,1909,44N-64N,-49
24N-44N,1909,24N-44N,-40
EQU-24N,1909,EQU-24N,-50
24S-EQU,1909,24S-EQU,-55
44S-24S,1909,44S-24S,-38
64S-44S,1909,64S-44S,-41
90S-64S,1909,90S-64S,-32
24N-90N,1910,24N-90N,-36
24S-24N,1910,24S-24N,-54
90S-24S,1910,90S-24S,-32
64N-90N,1910,64N-90N,-62
44N-64N,1910,44N-64N,-13
44N-64N,1910,44N-64N,-13
24N-44N,1910,24N-44N,-44
EQU-24N,1910,EQU-24N,-54
24S-EQU,1910,24S-EQU,-54
44S-24S,1910,44S-24S,-32
64S-44S,1910,64S-44S,-32
90S-64S,1910,90S-64S,43
24N-90N,1911,24N-90N,-37
24S-24N,1911,24S-24N,-47
90S-24S,1911,90S-24S,-47
64N-90N,1911,64N-90N,-24
44N-64N,1911,44N-64N,-36
44N-64N,1911,44N-64N,-36
24N-44N,1911,24N-44N,-43
EQU-24N,1911,EQU-24N,-47
24S-EQU,1911,24S-EQU,-47
44S-24S,1911,44S-24S,-43
64S-44S,1911,64S-44S,-53
90S-64S,1911,90S-64S,31
24N-90N,1912,24N-90N,-57
24S-24N,1912,24S-24N,-22
90S-24S,1912,90S-24S,-30
64N-90N,1912,64N-90N,-60
44N-64N,1912,44N-64N,-70
44N-64N,1912,44N-64N,-70
24N-44N,1912,24N-44N,-48
EQU-24N,1912,EQU-24N,-33
24S-EQU,1912,24S-EQU,-11
44S-24S,1912,44S-24S,-37
64S-44S,1912,64S-44S,-13
90S-64S,1912,90S-64S,-137
24N-90N,1913,24N-90N,-40
24S-24N,1913,24S-24N,-31
90S-24S,1913,90S-24S,-31
64N-90N,1913,64N-90N,-51
44N-64N,1913,44N-64N,-27
44N-64N,1913,44N-64N,-27
24N-44N,1913,24N-44N,-46
EQU-24N,1913,EQU-24N,-45
24S-EQU,1913,24S-EQU,-16
44S-24S,1913,44S-24S,-29
64S-44S,1913,64S-44S,-31
90S-64S,1913,90S-64S,-75
24N-90N,1914,24N-90N,-22
24S-24N,1914,24S-24N,-7
90S-24S,1914,90S-24S,-19
64N-90N,1914,64N-90N,-50
44N-64N,1914,44N-64N,-6
44N-64N,1914,44N-64N,-6
24N-44N,1914,24N-44N,-25
EQU-24N,1914,EQU-24N,-12
24S-EQU,1914,24S-EQU,-2
44S-24S,1914,44S-24S,-17
64S-44S,1914,64S-44S,-23
90S-64S,1914,90S-64S,-16
24N-90N,1915,24N-90N,-16
24S-24N,1915,24S-24N,1
90S-24S,1915,90S-24S,-18
64N-90N,1915,64N-90N,-50
44N-64N,1915,44N-64N,-6
44N-64N,1915,44N-64N,-6
24N-44N,1915,24N-44N,-13
EQU-24N,1915,EQU-24N,2
24S-EQU,1915,24S-EQU,-1
44S-24S,1915,44S-24S,-10
64S-44S,1915,64S-44S,-23
90S-64S,1915,90S-64S,-182
24N-90N,1916,24N-90N,-27
24S-24N,1916,24S-24N,-45
90S-24S,1916,90S-24S,-22
64N-90N,1916,64N-90N,-25
44N-64N,1916,44N-64N,-43
44N-64N,1916,44N-64N,-43
24N-44N,1916,24N-44N,-19
EQU-24N,1916,EQU-24N,-47
24S-EQU,1916,24S-EQU,-42
44S-24S,1916,44S-24S,-22
64S-44S,1916,64S-44S,-17
90S-64S,1916,90S-64S,-104
24N-90N,1917,24N-90N,-40
24S-24N,1917,24S-24N,-61
90S-24S,1917,90S-24S,-9
64N-90N,1917,64N-90N,-64
44N-64N,1917,44N-64N,-39
44N-64N,1917,44N-64N,-39
24N-44N,1917,24N-44N,-36
EQU-24N,1917,EQU-24N,-70
24S-EQU,1917,24S-EQU,-51
44S-24S,1917,44S-24S,-17
64S-44S,1917,64S-44S,4
90S-64S,1917,90S-64S,37
24N-90N,1918,24N-90N,-32
24S-24N,1918,24S-24N,-27
90S-24S,1918,90S-24S,-14
64N-90N,1918,64N-90N,-108
44N-64N,1918,44N-64N,-13
44N-64N,1918,44N-64N,-13
24N-44N,1918,24N-44N,-23
EQU-24N,1918,EQU-24N,-32
24S-EQU,1918,24S-EQU,-22
44S-24S,1918,44S-24S,-8
64S-44S,1918,64S-44S,-23
90S-64S,1918,90S-64S,4
24N-90N,1919,24N-90N,-39
24S-24N,1919,24S-24N,-14
90S-24S,1919,90S-24S,-13
64N-90N,1919,64N-90N,-80
44N-64N,1919,44N-64N,-44
44N-64N,1919,44N-64N,-44
24N-44N,1919,24N-44N,-25
EQU-24N,1919,EQU-24N,-23
24S-EQU,1919,24S-EQU,-5
44S-24S,1919,44S-24S,-7
64S-44S,1919,64S-44S,-22
90S-64S,1919,90S-64S,44
24N-90N,1920,24N-90N,-16
24S-24N,1920,24S-24N,-27
90S-24S,1920,90S-24S,-30
64N-90N,1920,64N-90N,13
44N-64N,1920,44N-64N,-8
44N-64N,1920,44N-64N,-8
24N-44N,1920,24N-44N,-29
EQU-24N,1920,EQU-24N,-40
24S-EQU,1920,24S-EQU,-14
44S-24S,1920,44S-24S,-20
64S-44S,1920,64S-44S,-44
90S-64S,1920,90S-64S,-69
24N-90N,1921,24N-90N,7
24S-24N,1921,24S-24N,-27
90S-24S,1921,90S-24S,-35
64N-90N,1921,64N-90N,5
44N-64N,1921,44N-64N,24
44N-64N,1921,44N-64N,24
24N-44N,1921,24N-44N,-4
EQU-24N,1921,EQU-24N,-30
24S-EQU,1921,24S-EQU,-25
44S-24S,1921,44S-24S,-25
64S-44S,1921,64S-44S,-49
90S-64S,1921,90S-64S,-52
24N-90N,1922,24N-90N,-18
24S-24N,1922,24S-24N,-32
90S-24S,1922,90S-24S,-25
64N-90N,1922,64N-90N,-22
44N-64N,1922,44N-64N,-31
44N-64N,1922,44N-64N,-31
24N-44N,1922,24N-44N,-8
EQU-24N,1922,EQU-24N,-35
24S-EQU,1922,24S-EQU,-29
44S-24S,1922,44S-24S,-23
64S-44S,1922,64S-44S,-27
90S-64S,1922,90S-64S,-5
24N-90N,1923,24N-90N,-7
24S-24N,1923,24S-24N,-30
90S-24S,1923,90S-24S,-28
64N-90N,1923,64N-90N,29
44N-64N,1923,44N-64N,-3
44N-64N,1923,44N-64N,-3
24N-44N,1923,24N-44N,-21
EQU-24N,1923,EQU-24N,-33
24S-EQU,1923,24S-EQU,-27
44S-24S,1923,44S-24S,-26
64S-44S,1923,64S-44S,-28
90S-64S,1923,90S-64S,-34
24N-90N,1924,24N-90N,-7
24S-24N,1924,24S-24N,-25
90S-24S,1924,90S-24S,-47
64N-90N,1924,64N-90N,38
44N-64N,1924,44N-64N,-15
44N-64N,1924,44N-64N,-15
24N-44N,1924,24N-44N,-16
EQU-24N,1924,EQU-24N,-26
24S-EQU,1924,24S-EQU,-24
44S-24S,1924,44S-24S,-38
64S-44S,1924,64S-44S,-60
90S-64S,1924,90S-64S,-49
24N-90N,1925,24N-90N,3
24S-24N,1925,24S-24N,-22
90S-24S,1925,90S-24S,-36
64N-90N,1925,64N-90N,-4
44N-64N,1925,44N-64N,27
44N-64N,1925,44N-64N,27
24N-44N,1925,24N-44N,-11
EQU-24N,1925,EQU-24N,-22
24S-EQU,1925,24S-EQU,-22
44S-24S,1925,44S-24S,-24
64S-44S,1925,64S-44S,-55
90S-64S,1925,90S-64S,-59
24N-90N,1926,24N-90N,6
24S-24N,1926,24S-24N,3
90S-24S,1926,90S-24S,-38
64N-90N,1926,64N-90N,52
44N-64N,1926,44N-64N,25
44N-64N,1926,44N-64N,25
24N-44N,1926,24N-44N,-18
EQU-24N,1926,EQU-24N,1
24S-EQU,1926,24S-EQU,5
44S-24S,1926,44S-24S,-32
64S-44S,1926,64S-44S,-46
90S-64S,1926,90S-64S,-39
24N-90N,1927,24N-90N,-9
24S-24N,1927,24S-24N,-14
90S-24S,1927,90S-24S,-37
64N-90N,1927,64N-90N,-4
44N-64N,1927,44N-64N,-12
44N-64N,1927,44N-64N,-12
24N-44N,1927,24N-44N,-9
EQU-24N,1927,EQU-24N,-12
24S-EQU,1927,24S-EQU,-17
44S-24S,1927,44S-24S,-31
64S-44S,1927,64S-44S,-41
90S-64S,1927,90S-64S,-130
24N-90N,1928,24N-90N,-3
24S-24N,1928,24S-24N,-14
90S-24S,1928,90S-24S,-46
64N-90N,1928,64N-90N,59
44N-64N,1928,44N-64N,-7
44N-64N,1928,44N-64N,-7
24N-44N,1928,24N-44N,-18
EQU-24N,1928,EQU-24N,-14
24S-EQU,1928,24S-EQU,-14
44S-24S,1928,44S-24S,-32
64S-44S,1928,64S-44S,-62
90S-64S,1928,90S-64S,-205
24N-90N,1929,24N-90N,-33
24S-24N,1929,24S-24N,-27
90S-24S,1929,90S-24S,-48
64N-90N,1929,64N-90N,1
44N-64N,1929,44N-64N,-50
44N-64N,1929,44N-64N,-50
24N-44N,1929,24N-44N,-33
EQU-24N,1929,EQU-24N,-26
24S-EQU,1929,24S-EQU,-29
44S-24S,1929,44S-24S,-41
64S-44S,1929,64S-44S,-57
90S-64S,1929,90S-64S,-97
24N-90N,1930,24N-90N,10
24S-24N,1930,24S-24N,-12
90S-24S,1930,90S-24S,-38
64N-90N,1930,64N-90N,48
44N-64N,1930,44N-64N,16
44N-64N,1930,44N-64N,16
24N-44N,1930,24N-44N,-5
EQU-24N,1930,EQU-24N,-9
24S-EQU,1930,24S-EQU,-15
44S-24S,1930,44S-24S,-31
64S-44S,1930,64S-44S,-42
90S-64S,1930,90S-64S,-237
24N-90N,1931,24N-90N,5
24S-24N,1931,24S-24N,3
90S-24S,1931,90S-24S,-38
64N-90N,1931,64N-90N,48
44N-64N,1931,44N-64N,8
44N-64N,1931,44N-64N,8
24N-44N,1931,24N-44N,-10
EQU-24N,1931,EQU-24N,6
24S-EQU,1931,24S-EQU,0
44S-24S,1931,44S-24S,-42
64S-44S,1931,64S-44S,-31
90S-64S,1931,90S-64S,-26
24N-90N,1932,24N-90N,7
24S-24N,1932,24S-24N,-17
90S-24S,1932,90S-24S,-38
64N-90N,1932,64N-90N,25
44N-64N,1932,44N-64N,31
44N-64N,1932,44N-64N,31
24N-44N,1932,24N-44N,-15
EQU-24N,1932,EQU-24N,-17
24S-EQU,1932,24S-EQU,-18
44S-24S,1932,44S-24S,-25
64S-44S,1932,64S-44S,-57
90S-64S,1932,90S-64S,-81
24N-90N,1933,24N-90N,-21
24S-24N,1933,24S-24N,-29
90S-24S,1933,90S-24S,-33
64N-90N,1933,64N-90N,-29
44N-64N,1933,44N-64N,-38
44N-64N,1933,44N-64N,-38
24N-44N,1933,24N-44N,-8
EQU-24N,1933,EQU-24N,-29
24S-EQU,1933,24S-EQU,-29
44S-24S,1933,44S-24S,-22
64S-44S,1933,64S-44S,-46
90S-64S,1933,90S-64S,-94
24N-90N,1934,24N-90N,21
24S-24N,1934,24S-24N,-27
90S-24S,1934,90S-24S,-28
64N-90N,1934,64N-90N,74
44N-64N,1934,44N-64N,40
44N-64N,1934,44N-64N,40
24N-44N,1934,24N-44N,-8
EQU-24N,1934,EQU-24N,-28
24S-EQU,1934,24S-EQU,-26
44S-24S,1934,44S-24S,-23
64S-44S,1934,64S-44S,-34
90S-64S,1934,90S-64S,-31
24N-90N,1935,24N-90N,0
24S-24N,1935,24S-24N,-22
90S-24S,1935,90S-24S,-33
64N-90N,1935,64N-90N,22
44N-64N,1935,44N-64N,7
44N-64N,1935,44N-64N,7
24N-44N,1935,24N-44N,-11
EQU-24N,1935,EQU-24N,-20
24S-EQU,1935,24S-EQU,-24
44S-24S,1935,44S-24S,-29
64S-44S,1935,64S-44S,-34
90S-64S,1935,90S-64S,-139
24N-90N,1936,24N-90N,-1
24S-24N,1936,24S-24N,-14
90S-24S,1936,90S-24S,-27
64N-90N,1936,64N-90N,24
44N-64N,1936,44N-64N,18
44N-64N,1936,44N-64N,18
24N-44N,1936,24N-44N,-21
EQU-24N,1936,EQU-24N,-6
24S-EQU,1936,24S-EQU,-23
44S-24S,1936,44S-24S,-27
64S-44S,1936,64S-44S,-28
90S-64S,1936,90S-64S,26
24N-90N,1937,24N-90N,21
24S-24N,1937,24S-24N,-6
90S-24S,1937,90S-24S,-18
64N-90N,1937,64N-90N,108
44N-64N,1937,44N-64N,8
44N-64N,1937,44N-64N,8
24N-44N,1937,24N-44N,2
EQU-24N,1937,EQU-24N,2
24S-EQU,1937,24S-EQU,-14
44S-24S,1937,44S-24S,-21
64S-44S,1937,64S-44S,-14
90S-64S,1937,90S-64S,74
24N-90N,1938,24N-90N,37
24S-24N,1938,24S-24N,-26
90S-24S,1938,90S-24S,-10
64N-90N,1938,64N-90N,123
44N-64N,1938,44N-64N,44
44N-64N,1938,44N-64N,44
24N-44N,1938,24N-44N,6
EQU-24N,1938,EQU-24N,-21
24S-EQU,1938,24S-EQU,-31
44S-24S,1938,44S-24S,-9
64S-44S,1938,64S-44S,-8
90S-64S,1938,90S-64S,-72
24N-90N,1939,24N-90N,24
